Cell ID,PseudoTime,Time,Experiment
E9779_579,0.2896448224112056,579.0,9779
E12291_117,0.0585292646323161,117.0,12291
E2466_1417,0.7088544272136068,1417.0,2466
E14117_1111,0.5557778889444722,1111.0,14117
E10655_135,0.0675337668834417,135.0,10655
E9133_105,0.0525262631315657,105.0,9133
E489_1371,0.6858429214607303,1371.0,489
E10156_81,0.040520260130065,81.0,10156
E1717_443,0.2216108054027013,443.0,1717
E15577_1381,0.6908454227113556,1381.0,15577
E14349_567,0.2836418209104552,567.0,14349
E7322_1372,0.6863431715857929,1372.0,7322
E10997_621,0.3106553276638319,621.0,10997
E9475_623,0.3116558279139569,623.0,9475
E9337_540,0.2701350675337668,540.0,9337
E11723_427,0.2136068034017008,427.0,11723
E5238_1329,0.6648324162081041,1329.0,5238
E5014_177,0.088544272136068,177.0,5014
E19730_1985,0.9929964982491246,1985.0,19730
E15693_438,0.2191095547773887,438.0,15693
E13455_1588,0.7943971985992997,1588.0,13455
E2329_531,0.2656328164082041,531.0,2329
E2596_961,0.4807403701850925,961.0,2596
E1783_607,0.3036518259129565,607.0,1783
E16851_410,0.2051025512756378,410.0,16851
E15077_1280,0.64032016008004,1280.0,15077
E11194_1355,0.6778389194597298,1355.0,11194
E11841_1950,0.975487743871936,1950.0,11841
E4137_835,0.4177088544272136,835.0,4137
E7208_1663,0.8319159579789895,1663.0,7208
E15229_399,0.1995997998999499,399.0,15229
E9371_775,0.3876938469234617,775.0,9371
E8127_182,0.0910455227613806,182.0,8127
E11816_841,0.4207103551775888,841.0,11816
E14236_1880,0.9404702351175588,1880.0,14236
E1370_777,0.3886943471735868,777.0,1370
E15129_559,0.2796398199099549,559.0,15129
E12511_1288,0.6443221610805403,1288.0,12511
E10721_5,0.0025012506253126,5.0,10721
E1244_1341,0.6708354177088545,1341.0,1244
E18731_993,0.4967483741870935,993.0,18731
E17377_676,0.3381690845422711,676.0,17377
E5912_833,0.4167083541770885,833.0,5912
E2324_1430,0.7153576788394197,1430.0,2324
E2147_649,0.3246623311655828,649.0,2147
E2273_996,0.4982491245622811,996.0,2273
E5360_1617,0.8089044522261131,1617.0,5360
E18090_365,0.1825912956478239,365.0,18090
E14252_1793,0.8969484742371185,1793.0,14252
E9177_1433,0.7168584292146073,1433.0,9177
E16246_1676,0.8384192096048024,1676.0,16246
E10127_1443,0.7218609304652326,1443.0,10127
E19914_1513,0.7568784392196098,1513.0,19914
E8044_122,0.0610305152576288,122.0,8044
E8191_324,0.1620810405202601,324.0,8191
E16020_1984,0.992496248124062,1984.0,16020
E292_1370,0.6853426713356678,1370.0,292
E16183_1118,0.5592796398199099,1118.0,16183
E3005_1122,0.5612806403201601,1122.0,3005
E11558_542,0.271135567783892,542.0,11558
E12211_768,0.384192096048024,768.0,12211
E18055_255,0.1275637818909454,255.0,18055
E1694_476,0.2381190595297649,476.0,1694
E8060_101,0.0505252626313156,101.0,8060
E19294_1410,0.7053526763381691,1410.0,19294
