Cell ID,PseudoTime,Time,Experiment
E19437_1347,0.6738369184592297,1347.0,19437
E8897_639,0.3196598299149575,639.0,8897
E334_1021,0.5107553776888444,1021.0,334
E7731_1715,0.8579289644822411,1715.0,7731
E5746_1134,0.5672836418209104,1134.0,5746
E12294_1048,0.5242621310655328,1048.0,12294
E2864_828,0.4142071035517758,828.0,2864
E14398_892,0.4462231115557779,892.0,14398
E12056_452,0.2261130565282641,452.0,12056
E1509_198,0.0990495247623811,198.0,1509
E10880_11,0.0055027513756878,11.0,10880
E7953_1215,0.6078039019509754,1215.0,7953
E6362_458,0.2291145572786393,458.0,6362
E12006_1100,0.5502751375687844,1100.0,12006
E17177_126,0.0630315157578789,126.0,17177
E15584_132,0.0660330165082541,132.0,15584
E9641_670,0.3351675837918959,670.0,9641
E10038_1451,0.7258629314657329,1451.0,10038
E18968_416,0.208104052026013,416.0,18968
E5421_790,0.3951975987993997,790.0,5421
E14334_144,0.0720360180090045,144.0,14334
E6605_152,0.0760380190095047,152.0,6605
E9290_359,0.1795897948974487,359.0,9290
E17877_475,0.2376188094047023,475.0,17877
E6795_928,0.464232116058029,928.0,6795
E13599_642,0.321160580290145,642.0,13599
E1466_1799,0.8999499749874937,1799.0,1466
E353_891,0.4457228614307154,891.0,353
E17603_526,0.2631315657828914,526.0,17603
E1311_658,0.3291645822911456,658.0,1311
E11103_1187,0.5937968984492246,1187.0,11103
E2103_1842,0.9214607303651826,1842.0,2103
E16055_814,0.4072036018009004,814.0,16055
E14811_707,0.3536768384192096,707.0,14811
E7124_1399,0.6998499249624812,1399.0,7124
E11474_848,0.4242121060530265,848.0,11474
E17235_1709,0.8549274637318659,1709.0,17235
E3995_1461,0.7308654327163582,1461.0,3995
E8066_1519,0.759879939969985,1519.0,8066
E7610_1036,0.5182591295647824,1036.0,7610
E18898_1843,0.9219609804902452,1843.0,18898
E13782_981,0.4907453726863431,981.0,13782
E10947_71,0.0355177588794397,71.0,10947
E5043_68,0.0340170085042521,68.0,5043
E7112_341,0.1705852926463231,341.0,7112
E10086_1152,0.576288144072036,1152.0,10086
E7072_1957,0.9789894947473736,1957.0,7072
E19733_1097,0.5487743871935968,1097.0,19733
E17812_333,0.1665832916458229,333.0,17812
E1756_831,0.4157078539269634,831.0,1756
E19696_857,0.4287143571785893,857.0,19696
E18444_856,0.4282141070535267,856.0,18444
E11098_1801,0.9009504752376188,1801.0,11098
E16418_85,0.0425212606303151,85.0,16418
E17915_1671,0.8359179589794897,1671.0,17915
E11534_177,0.088544272136068,177.0,11534
E10319_1335,0.6678339169584793,1335.0,10319
E1176_450,0.225112556278139,450.0,1176
E13535_106,0.0530265132566283,106.0,13535
E10896_1320,0.6603301650825413,1320.0,10896
